Code,Name,ipo_date,,
600814.SH,杭州解百,1994/1/14,CSRC零售业,Wind零售业
600815.SH,*ST厦工,1994/1/28,CSRC专用设备制造业,Wind资本货物
600816.SH,安信信托,1994/1/28,CSRC其他金融业,Wind多元金融
600817.SH,ST宏盛,1994/1/28,CSRC房地产业,Wind房地产Ⅱ
600818.SH,中路股份,1994/1/28,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind耐用消费品与服装
600819.SH,耀皮玻璃,1994/1/28,CSRC非金属矿物制品业,Wind材料Ⅱ
600820.SH,隧道股份,1994/1/28,CSRC土木工程建筑业,Wind资本货物
600821.SH,津劝业,1994/1/28,CSRC零售业,Wind零售业
600822.SH,上海物贸,1994/2/4,CSRC批发业,Wind资本货物
600823.SH,世茂股份,1994/2/4,CSRC房地产业,Wind房地产Ⅱ
600824.SH,益民集团,1994/2/4,CSRC零售业,Wind零售业
600825.SH,新华传媒,1994/2/4,CSRC新闻和出版业,Wind媒体Ⅱ
600826.SH,兰生股份,1994/2/4,CSRC批发业,Wind资本货物
600827.SH,百联股份,1994/2/4,CSRC零售业,Wind食品与主要用品零售Ⅱ
600828.SH,茂业商业,1994/2/24,CSRC零售业,Wind零售业
600829.SH,人民同泰,1994/2/24,CSRC批发业,Wind医疗保健设备与服务
600830.SH,香溢融通,1994/2/24,CSRC租赁业,Wind零售业
600831.SH,广电网络,1994/2/24,CSRC电信、广播电视和卫星传输服务,Wind媒体Ⅱ
600833.SH,第一医药,1994/2/24,CSRC零售业,Wind食品与主要用品零售Ⅱ
600834.SH,申通地铁,1994/2/24,CSRC道路运输业,Wind运输
600835.SH,上海机电,1994/2/24,CSRC通用设备制造业,Wind资本货物
600836.SH,界龙实业,1994/2/24,CSRC印刷和记录媒介复制业,Wind商业和专业服务
600837.SH,海通证券,1994/2/24,CSRC资本市场服务,Wind多元金融
600838.SH,上海九百,1994/2/24,CSRC零售业,Wind零售业
600839.SH,四川长虹,1994/3/11,CSRC计算机、通信和其他电子设备制造业,Wind耐用消费品与服装
600841.SH,上柴股份,1994/3/11,CSRC通用设备制造业,Wind资本货物
600843.SH,上工申贝,1994/3/11,CSRC专用设备制造业,Wind资本货物
600844.SH,丹化科技,1994/3/11,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600845.SH,宝信软件,1994/3/11,CSRC软件和信息技术服务业,Wind软件与服务
600846.SH,同济科技,1994/3/11,CSRC土木工程建筑业,Wind资本货物
600847.SH,万里股份,1994/3/24,CSRC电气机械及器材制造业,Wind资本货物
600848.SH,上海临港,1994/3/24,CSRC房地产业,Wind房地产Ⅱ
600850.SH,华东电脑,1994/3/24,CSRC软件和信息技术服务业,Wind软件与服务
600851.SH,海欣股份,1994/4/4,CSRC医药制造业,Wind制药、生物科技与生命科学
600853.SH,龙建股份,1994/4/4,CSRC土木工程建筑业,Wind资本货物
600854.SH,春兰股份,1994/4/25,CSRC电气机械及器材制造业,Wind耐用消费品与服装
600855.SH,航天长峰,1994/4/25,CSRC专用设备制造业,Wind软件与服务
600856.SH,ST中天,1994/4/25,CSRC燃气生产和供应业,Wind能源Ⅱ
600857.SH,宁波中百,1994/4/25,CSRC零售业,Wind零售业
600858.SH,银座股份,1994/5/6,CSRC零售业,Wind零售业
600859.SH,王府井,1994/5/6,CSRC零售业,Wind零售业
600860.SH,京城股份,1994/5/6,CSRC专用设备制造业,Wind资本货物
600861.SH,北京城乡,1994/5/20,CSRC零售业,Wind食品与主要用品零售Ⅱ
600862.SH,中航高科,1994/5/20,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
600863.SH,内蒙华电,1994/5/20,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600864.SH,哈投股份,1994/8/9,CSRC资本市场服务,Wind多元金融
600865.SH,百大集团,1994/8/9,CSRC零售业,Wind零售业
600866.SH,星湖科技,1994/8/18,CSRC食品制造业,Wind食品、饮料与烟草
600867.SH,通化东宝,1994/8/24,CSRC医药制造业,Wind制药、生物科技与生命科学
600868.SH,梅雁吉祥,1994/9/12,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600869.SH,智慧能源,1995/2/6,CSRC电气机械及器材制造业,Wind资本货物
600870.SH,ST厦华,1995/2/28,CSRC计算机、通信和其他电子设备制造业,Wind零售业
600871.SH,石化油服,1995/4/11,CSRC开采辅助活动,Wind能源Ⅱ
600872.SH,中炬高新,1995/1/24,CSRC食品制造业,Wind食品、饮料与烟草
600873.SH,梅花生物,1995/2/17,CSRC食品制造业,Wind食品、饮料与烟草
600874.SH,创业环保,1995/6/30,CSRC水的生产和供应业,Wind公用事业Ⅱ
600875.SH,东方电气,1995/10/10,CSRC通用设备制造业,Wind资本货物
600876.SH,洛阳玻璃,1995/10/31,CSRC非金属矿物制品业,Wind技术硬件与设备
600877.SH,*ST嘉陵,1995/10/13,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
600879.SH,航天电子,1995/11/15,CSRC专用设备制造业,Wind资本货物
600880.SH,博瑞传播,1995/11/15,CSRC新闻和出版业,Wind媒体Ⅱ
600881.SH,亚泰集团,1995/11/15,CSRC非金属矿物制品业,Wind材料Ⅱ
600882.SH,妙可蓝多,1995/12/6,CSRC食品制造业,Wind食品、饮料与烟草
600883.SH,博闻科技,1995/12/8,CSRC非金属矿物制品业,Wind材料Ⅱ
600884.SH,杉杉股份,1996/1/30,CSRC电气机械及器材制造业,Wind材料Ⅱ
600885.SH,宏发股份,1996/2/5,CSRC电气机械及器材制造业,Wind资本货物
600886.SH,国投电力,1996/1/18,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600887.SH,伊利股份,1996/3/12,CSRC食品制造业,Wind食品、饮料与烟草
600888.SH,新疆众和,1996/2/15,CSRC计算机、通信和其他电子设备制造业,Wind材料Ⅱ
600889.SH,南京化纤,1996/3/8,CSRC化学纤维制造业,Wind材料Ⅱ
600890.SH,中房股份,1996/3/18,CSRC房地产业,Wind房地产Ⅱ
600891.SH,*ST秋林,1996/3/25,CSRC其他制造业,Wind零售业
600892.SH,大晟文化,1996/3/15,CSRC软件和信息技术服务业,Wind媒体Ⅱ
600893.SH,航发动力,1996/4/8,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
600894.SH,广日股份,1996/3/28,CSRC通用设备制造业,Wind资本货物
600895.SH,张江高科,1996/4/22,CSRC房地产业,Wind房地产Ⅱ
600896.SH,览海投资,1996/5/3,CSRC卫生,Wind医疗保健设备与服务
600897.SH,厦门空港,1996/5/31,CSRC航空运输业,Wind运输
600898.SH,国美通讯,1996/4/18,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600900.SH,长江电力,2003/11/18,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600901.SH,江苏租赁,2018/3/1,CSRC货币金融服务,Wind多元金融
600903.SH,贵州燃气,2017/11/7,CSRC燃气生产和供应业,Wind公用事业Ⅱ
600908.SH,无锡银行,2016/9/23,CSRC货币金融服务,Wind银行
600909.SH,华安证券,2016/12/6,CSRC资本市场服务,Wind多元金融
600917.SH,重庆燃气,2014/9/30,CSRC燃气生产和供应业,Wind公用事业Ⅱ
600919.SH,江苏银行,2016/8/2,CSRC货币金融服务,Wind银行
600926.SH,杭州银行,2016/10/27,CSRC货币金融服务,Wind银行
600928.SH,西安银行,2019/3/1,CSRC货币金融服务,Wind银行
600929.SH,湖南盐业,2018/3/26,CSRC食品制造业,Wind食品、饮料与烟草
600933.SH,爱柯迪,2017/11/17,CSRC汽车制造业,Wind汽车与汽车零部件
600936.SH,广西广电,2016/8/15,CSRC电信、广播电视和卫星传输服务,Wind媒体Ⅱ
600939.SH,重庆建工,2017/2/21,CSRC房屋建筑业,Wind资本货物
600958.SH,东方证券,2015/3/23,CSRC资本市场服务,Wind多元金融
600959.SH,江苏有线,2015/4/28,CSRC电信、广播电视和卫星传输服务,Wind媒体Ⅱ
600960.SH,渤海汽车,2004/4/7,CSRC汽车制造业,Wind汽车与汽车零部件
600961.SH,株冶集团,2004/8/30,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
600962.SH,国投中鲁,2004/6/22,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
600963.SH,岳阳林纸,2004/5/25,CSRC造纸及纸制品业,Wind材料Ⅱ
600965.SH,福成股份,2004/7/13,CSRC畜牧业,Wind食品、饮料与烟草
600966.SH,博汇纸业,2004/6/8,CSRC造纸及纸制品业,Wind材料Ⅱ
600967.SH,内蒙一机,2004/5/18,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
600968.SH,海油发展,2019/6/26,CSRC开采辅助活动,Wind能源Ⅱ
600969.SH,郴电国际,2004/4/8,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600970.SH,中材国际,2005/4/12,CSRC土木工程建筑业,Wind资本货物
600971.SH,恒源煤电,2004/8/17,CSRC煤炭开采和洗选业,Wind能源Ⅱ
600973.SH,宝胜股份,2004/8/2,CSRC电气机械及器材制造业,Wind资本货物
600975.SH,新五丰,2004/6/9,CSRC畜牧业,Wind食品、饮料与烟草
600976.SH,健民集团,2004/4/19,CSRC零售业,Wind制药、生物科技与生命科学
600977.SH,中国电影,2016/8/9,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ
600978.SH,宜华生活,2004/8/24,CSRC家具制造业,Wind耐用消费品与服装
600979.SH,广安爱众,2004/9/6,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600980.SH,北矿科技,2004/5/12,CSRC计算机、通信和其他电子设备制造业,Wind材料Ⅱ
600981.SH,汇鸿集团,2004/6/30,CSRC批发业,Wind零售业
600982.SH,宁波热电,2004/7/6,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600983.SH,惠而浦,2004/7/27,CSRC电气机械及器材制造业,Wind耐用消费品与服装
600984.SH,建设机械,2004/7/7,CSRC专用设备制造业,Wind资本货物
600985.SH,淮北矿业,2004/4/28,CSRC煤炭开采和洗选业,Wind能源Ⅱ
600986.SH,科达股份,2004/4/26,CSRC互联网和相关服务,Wind媒体Ⅱ
600987.SH,航民股份,2004/8/9,CSRC纺织业,Wind耐用消费品与服装
600988.SH,赤峰黄金,2004/4/14,CSRC有色金属矿采选业,Wind材料Ⅱ
600989.SH,宝丰能源,2019/5/16,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600990.SH,四创电子,2004/5/10,CSRC计算机、通信和其他电子设备制造业,Wind资本货物
600992.SH,贵绳股份,2004/5/14,CSRC金属制品业,Wind材料Ⅱ
600993.SH,马应龙,2004/5/17,CSRC批发业,Wind制药、生物科技与生命科学
600995.SH,文山电力,2004/6/15,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600996.SH,贵广网络,2016/12/26,CSRC电信、广播电视和卫星传输服务,Wind媒体Ⅱ
600997.SH,开滦股份,2004/6/2,CSRC石油加工、炼焦及核燃料加工业,Wind能源Ⅱ
600998.SH,九州通,2010/11/2,CSRC批发业,Wind食品与主要用品零售Ⅱ
600999.SH,招商证券,2009/11/17,CSRC资本市场服务,Wind多元金融
601000.SH,唐山港,2010/7/5,CSRC水上运输业,Wind运输
601001.SH,大同煤业,2006/6/23,CSRC煤炭开采和洗选业,Wind能源Ⅱ
601002.SH,晋亿实业,2007/1/26,CSRC通用设备制造业,Wind资本货物
601003.SH,柳钢股份,2007/2/27,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ
601005.SH,重庆钢铁,2007/2/28,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ
601006.SH,大秦铁路,2006/8/1,CSRC铁路运输业,Wind运输
601007.SH,金陵饭店,2007/4/6,CSRC住宿业,Wind消费者服务Ⅱ
601008.SH,连云港,2007/4/26,CSRC水上运输业,Wind运输
601009.SH,南京银行,2007/7/19,CSRC货币金融服务,Wind银行
601010.SH,文峰股份,2011/6/3,CSRC零售业,Wind零售业
601011.SH,宝泰隆,2011/3/9,CSRC石油加工、炼焦及核燃料加工业,Wind能源Ⅱ
601012.SH,隆基股份,2012/4/11,CSRC非金属矿物制品业,Wind半导体与半导体生产设备
601015.SH,陕西黑猫,2014/11/5,CSRC石油加工、炼焦及核燃料加工业,Wind能源Ⅱ
601016.SH,节能风电,2014/9/29,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
601018.SH,宁波港,2010/9/28,CSRC水上运输业,Wind运输
601019.SH,山东出版,2017/11/22,CSRC新闻和出版业,Wind媒体Ⅱ
601020.SH,华钰矿业,2016/3/16,CSRC有色金属矿采选业,Wind材料Ⅱ
601021.SH,春秋航空,2015/1/21,CSRC航空运输业,Wind运输
601028.SH,玉龙股份,2011/11/7,CSRC金属制品业,Wind材料Ⅱ
601038.SH,一拖股份,2012/8/8,CSRC专用设备制造业,Wind资本货物
601058.SH,赛轮轮胎,2011/6/30,CSRC橡胶和塑料制品业,Wind汽车与汽车零部件
601066.SH,中信建投,2018/6/20,CSRC资本市场服务,Wind多元金融
601068.SH,中铝国际,2018/8/31,CSRC土木工程建筑业,Wind资本货物
601069.SH,西部黄金,2015/1/22,CSRC有色金属矿采选业,Wind材料Ⅱ
601086.SH,国芳集团,2017/9/29,CSRC零售业,Wind零售业
601088.SH,中国神华,2007/10/9,CSRC煤炭开采和洗选业,Wind能源Ⅱ
601098.SH,中南传媒,2010/10/28,CSRC新闻和出版业,Wind媒体Ⅱ
601099.SH,太平洋,2007/12/28,CSRC资本市场服务,Wind多元金融
601100.SH,恒立液压,2011/10/28,CSRC专用设备制造业,Wind资本货物
601101.SH,昊华能源,2010/3/31,CSRC煤炭开采和洗选业,Wind能源Ⅱ
601106.SH,中国一重,2010/2/9,CSRC专用设备制造业,Wind资本货物
601107.SH,四川成渝,2009/7/27,CSRC道路运输业,Wind运输
601108.SH,财通证券,2017/10/24,CSRC资本市场服务,Wind多元金融
601111.SH,中国国航,2006/8/18,CSRC航空运输业,Wind运输
601113.SH,华鼎股份,2011/5/9,CSRC化学纤维制造业,Wind材料Ⅱ
601116.SH,三江购物,2011/3/2,CSRC零售业,Wind食品与主要用品零售Ⅱ
601117.SH,中国化学,2010/1/7,CSRC土木工程建筑业,Wind资本货物
601118.SH,海南橡胶,2011/1/7,CSRC农业,Wind食品、饮料与烟草
601126.SH,四方股份,2010/12/31,CSRC电气机械及器材制造业,Wind资本货物
601127.SH,小康股份,2016/6/15,CSRC汽车制造业,Wind汽车与汽车零部件
601128.SH,常熟银行,2016/9/30,CSRC货币金融服务,Wind银行
601137.SH,博威合金,2011/1/27,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
601138.SH,工业富联,2018/6/8,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
601139.SH,深圳燃气,2009/12/25,CSRC燃气生产和供应业,Wind公用事业Ⅱ
601155.SH,新城控股,2015/12/4,CSRC房地产业,Wind房地产Ⅱ
601158.SH,重庆水务,2010/3/29,CSRC水的生产和供应业,Wind公用事业Ⅱ
601162.SH,天风证券,2018/10/19,CSRC资本市场服务,Wind多元金融
601163.SH,三角轮胎,2016/9/9,CSRC橡胶和塑料制品业,Wind汽车与汽车零部件
601166.SH,兴业银行,2007/2/5,CSRC货币金融服务,Wind银行
601168.SH,西部矿业,2007/7/12,CSRC有色金属矿采选业,Wind材料Ⅱ
601169.SH,北京银行,2007/9/19,CSRC货币金融服务,Wind银行
601177.SH,杭齿前进,2010/10/11,CSRC通用设备制造业,Wind资本货物
601179.SH,中国西电,2010/1/28,CSRC电气机械及器材制造业,Wind资本货物
601186.SH,中国铁建,2008/3/10,CSRC土木工程建筑业,Wind资本货物
601188.SH,龙江交通,2010/3/19,CSRC道路运输业,Wind运输
601198.SH,东兴证券,2015/2/26,CSRC资本市场服务,Wind多元金融
601199.SH,江南水务,2011/3/17,CSRC水的生产和供应业,Wind公用事业Ⅱ
601200.SH,上海环境,2017/3/31,CSRC生态保护和环境治理业,Wind商业和专业服务
601208.SH,东材科技,2011/5/20,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
601211.SH,国泰君安,2015/6/26,CSRC资本市场服务,Wind多元金融
601212.SH,白银有色,2017/2/15,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
601216.SH,君正集团,2011/2/22,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
601218.SH,吉鑫科技,2011/5/6,CSRC专用设备制造业,Wind资本货物
601222.SH,林洋能源,2011/8/8,CSRC仪器仪表制造业,Wind资本货物
601225.SH,陕西煤业,2014/1/28,CSRC煤炭开采和洗选业,Wind能源Ⅱ
601226.SH,华电重工,2014/12/11,CSRC专业技术服务业,Wind资本货物
601228.SH,广州港,2017/3/29,CSRC水上运输业,Wind运输
601229.SH,上海银行,2016/11/16,CSRC货币金融服务,Wind银行
601231.SH,环旭电子,2012/2/20,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
601233.SH,桐昆股份,2011/5/18,CSRC化学纤维制造业,Wind材料Ⅱ
601236.SH,红塔证券,2019/7/5,CSRC资本市场服务,Wind多元金融
601238.SH,广汽集团,2012/3/29,CSRC汽车制造业,Wind汽车与汽车零部件
601258.SH,*ST庞大,2011/4/28,CSRC零售业,Wind零售业
601288.SH,农业银行,2010/7/15,CSRC货币金融服务,Wind银行
601298.SH,青岛港,2019/1/21,CSRC水上运输业,Wind运输
601311.SH,骆驼股份,2011/6/2,CSRC电气机械及器材制造业,Wind资本货物
601318.SH,中国平安,2007/3/1,CSRC保险业,Wind保险Ⅱ
601319.SH,中国人保,2018/11/16,CSRC保险业,Wind保险Ⅱ
601326.SH,秦港股份,2017/8/16,CSRC水上运输业,Wind运输
601328.SH,交通银行,2007/5/15,CSRC货币金融服务,Wind银行
601330.SH,绿色动力,2018/6/11,CSRC生态保护和环境治理业,Wind商业和专业服务
601333.SH,广深铁路,2006/12/22,CSRC铁路运输业,Wind运输
601336.SH,新华保险,2011/12/16,CSRC保险业,Wind保险Ⅱ
601339.SH,百隆东方,2012/6/12,CSRC纺织业,Wind耐用消费品与服装
601360.SH,三六零,2012/1/16,CSRC互联网和相关服务,Wind软件与服务
601366.SH,利群股份,2017/4/12,CSRC零售业,Wind零售业
601368.SH,绿城水务,2015/6/12,CSRC水的生产和供应业,Wind公用事业Ⅱ
601369.SH,陕鼓动力,2010/4/28,CSRC电气机械及器材制造业,Wind资本货物
601375.SH,中原证券,2017/1/3,CSRC资本市场服务,Wind多元金融
601377.SH,兴业证券,2010/10/13,CSRC资本市场服务,Wind多元金融
601388.SH,怡球资源,2012/4/23,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
601390.SH,中国中铁,2007/12/3,CSRC土木工程建筑业,Wind资本货物
601398.SH,工商银行,2006/10/27,CSRC货币金融服务,Wind银行
601500.SH,通用股份,2016/9/19,CSRC橡胶和塑料制品业,Wind汽车与汽车零部件
601515.SH,东风股份,2012/2/16,CSRC印刷和记录媒介复制业,Wind商业和专业服务
601518.SH,吉林高速,2010/3/19,CSRC道路运输业,Wind运输
601519.SH,大智慧,2011/1/28,CSRC软件和信息技术服务业,Wind软件与服务
601555.SH,东吴证券,2011/12/12,CSRC资本市场服务,Wind多元金融
601558.SH,ST锐电,2011/1/13,CSRC通用设备制造业,Wind资本货物
601566.SH,九牧王,2011/5/30,CSRC纺织服装、服饰业,Wind耐用消费品与服装
601567.SH,三星医疗,2011/6/15,CSRC仪器仪表制造业,Wind资本货物
601577.SH,长沙银行,2018/9/26,CSRC货币金融服务,Wind银行
601579.SH,会稽山,2014/8/25,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
601588.SH,北辰实业,2006/10/16,CSRC房地产业,Wind房地产Ⅱ
601595.SH,上海电影,2016/8/17,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ
601598.SH,中国外运,2019/1/18,CSRC装卸搬运及其他运输代理,Wind运输
601599.SH,鹿港文化,2011/5/27,CSRC纺织业,Wind耐用消费品与服装
601600.SH,中国铝业,2007/4/30,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
601601.SH,中国太保,2007/12/25,CSRC保险业,Wind保险Ⅱ
601606.SH,长城军工,2018/8/6,CSRC其他制造业,Wind资本货物
601607.SH,上海医药,1994/3/24,CSRC零售业,Wind医疗保健设备与服务
601608.SH,中信重工,2012/7/6,CSRC专用设备制造业,Wind资本货物
601611.SH,中国核建,2016/6/6,CSRC土木工程建筑业,Wind资本货物
601615.SH,明阳智能,2019/1/23,CSRC通用设备制造业,Wind资本货物
601616.SH,广电电气,2011/2/1,CSRC电气机械及器材制造业,Wind资本货物
601618.SH,中国中冶,2009/9/21,CSRC土木工程建筑业,Wind资本货物
601619.SH,嘉泽新能,2017/7/20,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
601628.SH,中国人寿,2007/1/9,CSRC保险业,Wind保险Ⅱ
601633.SH,长城汽车,2011/9/28,CSRC汽车制造业,Wind汽车与汽车零部件
601636.SH,旗滨集团,2011/8/12,CSRC非金属矿物制品业,Wind材料Ⅱ
601666.SH,平煤股份,2006/11/23,CSRC煤炭开采和洗选业,Wind能源Ⅱ
601668.SH,中国建筑,2009/7/29,CSRC土木工程建筑业,Wind资本货物
601669.SH,中国电建,2011/10/18,CSRC土木工程建筑业,Wind资本货物
601677.SH,明泰铝业,2011/9/19,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
601678.SH,滨化股份,2010/2/23,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
601688.SH,华泰证券,2010/2/26,CSRC资本市场服务,Wind多元金融
601689.SH,拓普集团,2015/3/19,CSRC汽车制造业,Wind汽车与汽车零部件
601698.SH,中国卫通,2019/6/28,CSRC电信、广播电视和卫星传输服务,Wind电信服务Ⅱ
601699.SH,潞安环能,2006/9/22,CSRC煤炭开采和洗选业,Wind能源Ⅱ
601700.SH,风范股份,2011/1/18,CSRC金属制品业,Wind资本货物
601717.SH,郑煤机,2010/8/3,CSRC专用设备制造业,Wind资本货物
601718.SH,际华集团,2010/8/16,CSRC纺织服装、服饰业,Wind耐用消费品与服装
601727.SH,上海电气,2008/12/5,CSRC通用设备制造业,Wind资本货物
601766.SH,中国中车,2008/8/18,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
601777.SH,力帆股份,2010/11/25,CSRC汽车制造业,Wind汽车与汽车零部件
601788.SH,光大证券,2009/8/18,CSRC资本市场服务,Wind多元金融
601789.SH,宁波建工,2011/8/16,CSRC土木工程建筑业,Wind资本货物
601798.SH,ST蓝科,2011/6/22,CSRC专用设备制造业,Wind能源Ⅱ
601799.SH,星宇股份,2011/2/1,CSRC汽车制造业,Wind汽车与汽车零部件
601800.SH,中国交建,2012/3/9,CSRC土木工程建筑业,Wind资本货物
601801.SH,皖新传媒,2010/1/18,CSRC新闻和出版业,Wind媒体Ⅱ
601808.SH,中海油服,2007/9/28,CSRC开采辅助活动,Wind能源Ⅱ
601811.SH,新华文轩,2016/8/8,CSRC新闻和出版业,Wind媒体Ⅱ
601818.SH,光大银行,2010/8/18,CSRC货币金融服务,Wind银行
601828.SH,美凯龙,2018/1/17,CSRC商务服务业,Wind零售业
601838.SH,成都银行,2018/1/31,CSRC货币金融服务,Wind银行
601857.SH,中国石油,2007/11/5,CSRC石油和天然气开采业,Wind能源Ⅱ
601858.SH,中国科传,2017/1/18,CSRC新闻和出版业,Wind媒体Ⅱ
601860.SH,紫金银行,2019/1/3,CSRC货币金融服务,Wind银行
601865.SH,福莱特,2019/2/15,CSRC非金属矿物制品业,Wind材料Ⅱ
601866.SH,中远海发,2007/12/12,CSRC水上运输业,Wind运输
601869.SH,长飞光纤,2018/7/20,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
601872.SH,招商轮船,2006/12/1,CSRC水上运输业,Wind运输
601877.SH,正泰电器,2010/1/21,CSRC电气机械及器材制造业,Wind资本货物
601878.SH,浙商证券,2017/6/26,CSRC资本市场服务,Wind多元金融
601880.SH,大连港,2010/12/6,CSRC水上运输业,Wind运输
601881.SH,中国银河,2017/1/23,CSRC资本市场服务,Wind多元金融
601882.SH,海天精工,2016/11/7,CSRC通用设备制造业,Wind资本货物
601886.SH,江河集团,2011/8/18,CSRC建筑装饰和其他建筑业,Wind资本货物
601888.SH,中国国旅,2009/10/15,CSRC商务服务业,Wind消费者服务Ⅱ
601890.SH,亚星锚链,2010/12/28,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
601898.SH,中煤能源,2008/2/1,CSRC煤炭开采和洗选业,Wind能源Ⅱ
601899.SH,紫金矿业,2008/4/25,CSRC有色金属矿采选业,Wind材料Ⅱ
601900.SH,南方传媒,2016/2/15,CSRC新闻和出版业,Wind媒体Ⅱ
601901.SH,方正证券,2011/8/10,CSRC资本市场服务,Wind多元金融
601908.SH,京运通,2011/9/8,CSRC专用设备制造业,Wind半导体与半导体生产设备
601918.SH,新集能源,2007/12/19,CSRC煤炭开采和洗选业,Wind能源Ⅱ
601919.SH,中远海控,2007/6/26,CSRC水上运输业,Wind运输
601928.SH,凤凰传媒,2011/11/30,CSRC新闻和出版业,Wind媒体Ⅱ
601929.SH,吉视传媒,2012/2/23,CSRC电信、广播电视和卫星传输服务,Wind媒体Ⅱ
601933.SH,永辉超市,2010/12/15,CSRC零售业,Wind食品与主要用品零售Ⅱ
601939.SH,建设银行,2007/9/25,CSRC货币金融服务,Wind银行
601949.SH,中国出版,2017/8/21,CSRC新闻和出版业,Wind媒体Ⅱ
601952.SH,苏垦农发,2017/5/15,CSRC农副食品加工业,Wind食品、饮料与烟草
601958.SH,金钼股份,2008/4/17,CSRC有色金属矿采选业,Wind材料Ⅱ
601965.SH,中国汽研,2012/6/11,CSRC汽车制造业,Wind汽车与汽车零部件
601966.SH,玲珑轮胎,2016/7/6,CSRC橡胶和塑料制品业,Wind汽车与汽车零部件
601968.SH,宝钢包装,2015/6/11,CSRC金属制品业,Wind材料Ⅱ
601969.SH,海南矿业,2014/12/9,CSRC黑色金属矿采选业,Wind材料Ⅱ
601975.SH,招商南油,2019/1/8,CSRC水上运输业,Wind运输
601985.SH,中国核电,2015/6/10,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
601988.SH,中国银行,2006/7/5,CSRC货币金融服务,Wind银行
601989.SH,中国重工,2009/12/16,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
601990.SH,南京证券,2018/6/13,CSRC资本市场服务,Wind多元金融
601991.SH,大唐发电,2006/12/20,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
601992.SH,金隅集团,2011/3/1,CSRC非金属矿物制品业,Wind材料Ⅱ
601996.SH,丰林集团,2011/9/29,CSRC木材加工及木、竹、藤、棕、草制品业,Wind材料Ⅱ
601997.SH,贵阳银行,2016/8/16,CSRC货币金融服务,Wind银行
601998.SH,中信银行,2007/4/27,CSRC货币金融服务,Wind银行
601999.SH,出版传媒,2007/12/21,CSRC新闻和出版业,Wind媒体Ⅱ
603000.SH,人民网,2012/4/27,CSRC互联网和相关服务,Wind软件与服务
603001.SH,奥康国际,2012/4/26,CSRC皮革、毛皮、羽毛及其制品和制鞋业,Wind耐用消费品与服装
603002.SH,宏昌电子,2012/5/18,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
603003.SH,龙宇燃油,2012/8/17,CSRC批发业,Wind能源Ⅱ
603005.SH,晶方科技,2014/2/10,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
603006.SH,联明股份,2014/6/30,CSRC汽车制造业,Wind汽车与汽车零部件
603007.SH,花王股份,2016/8/26,CSRC土木工程建筑业,Wind资本货物
603008.SH,喜临门,2012/7/17,CSRC家具制造业,Wind耐用消费品与服装
603009.SH,北特科技,2014/7/18,CSRC汽车制造业,Wind汽车与汽车零部件
