,permno,ShortName,ListedDate,DelistedDate,IPOIndustryCode,IPOIndustryName,LatestIndustryName,LatestIndustryCode
320,000748,长城信息,1997-07-04,2017-01-18,G83,计算机及相关设备制造业,计算机、通信和其他电子设备制造业,C39
321,000750,国海证券,1997-07-09,,C81,医药制造业,资本市场服务,J67
322,000751,锌业股份,1997-06-26,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
323,000752,*ST 西发,1997-06-25,,C05,饮料制造业,酒、饮料和精制茶制造业,C15
324,000753,漳州发展,1997-06-26,,F11,交通运输辅助业,零售业,F52
325,000755,山西路桥,1997-06-27,,C43,化学原料及化学制品制造业,道路运输业,G54
326,000756,新华制药,1997-08-06,,C81,医药制造业,医药制造业,C27
327,000757,浩物股份,1997-06-27,,C71,普通机械制造业,通用设备制造业,C34
328,000758,中色股份,1997-04-16,,E01,土木工程建筑业,有色金属矿采选业,B09
329,000759,中百集团,1997-05-19,,H11,零售业,零售业,F52
330,000760,*ST 斯太,1997-06-27,,C75,交通运输设备制造业,汽车制造业,C36
331,000761,本钢板材,1998-01-15,,C65,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,C31
332,000762,西藏矿业,1997-07-08,,B05,黑色金属矿采选业,黑色金属矿采选业,B08
333,000763,锦州石化,1997-09-15,2006-01-04,C41,石油加工及炼焦业,石油加工、炼焦及核燃料加工业,C25
334,000765,*ST 华信,1997-11-03,2005-07-04,H11,零售业,零售业,F52
335,000766,通化金马,1997-04-30,,C81,医药制造业,医药制造业,C27
336,000767,漳泽电力,1997-06-09,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
337,000768,中航飞机,1997-06-26,,C75,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,C37
338,000769,*ST 大菲,1997-05-30,2005-09-21,A09,农、林、牧、渔服务业,农、林、牧、渔服务业,A05
339,000776,广发证券,1997-06-11,,F11,交通运输辅助业,资本市场服务,J67
340,000777,中核科技,1997-07-10,,C71,普通机械制造业,通用设备制造业,C34
341,000778,新兴铸管,1997-06-06,,C69,金属制品业,金属制品业,C33
342,000779,甘咨询,1997-05-28,,C11,纺织业,专业技术服务业,M74
343,000780,平庄能源,1997-06-06,,C01,食品加工业,煤炭开采和洗选业,B06
344,000782,美达股份,1997-06-19,,C47,化学纤维制造业,化学纤维制造业,C28
345,000783,长江证券,1997-07-31,,C41,石油加工及炼焦业,资本市场服务,J67
346,000785,武汉中商,1997-07-11,,H11,零售业,零售业,F52
347,000786,北新建材,1997-06-06,,C61,非金属矿物制品业,非金属矿物制品业,C30
348,000787,*ST 创智,1997-06-26,2013-02-08,G87,计算机应用服务业,互联网和相关服务,I64
349,000788,北大医药,1997-06-16,,C81,医药制造业,医药制造业,C27
350,000789,万年青,1997-09-23,,C61,非金属矿物制品业,非金属矿物制品业,C30
351,000790,泰合健康,1998-03-27,,C81,医药制造业,医药制造业,C27
352,000791,甘肃电投,1997-10-14,,C43,化学原料及化学制品制造业,电力、热力生产和供应业,D44
353,000792,*ST 盐湖,1997-09-04,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
354,000793,华闻传媒,1997-07-29,,M,综合类,新闻和出版业,R85
355,000795,英洛华,1997-08-08,,C61,非金属矿物制品业,非金属矿物制品业,C30
356,000796,凯撒旅游,1997-07-03,,H11,零售业,商务服务业,L72
357,000797,中国武夷,1997-07-15,,E01,土木工程建筑业,房地产业,K70
358,000798,中水渔业,1998-02-12,,A07,渔业,渔业,A04
359,000799,酒鬼酒,1997-07-18,,C05,饮料制造业,酒、饮料和精制茶制造业,C15
360,000800,一汽轿车,1997-06-18,,C75,交通运输设备制造业,汽车制造业,C36
361,000801,四川九洲,1998-05-06,,C55,日用电子器具制造业,计算机、通信和其他电子设备制造业,C39
362,000802,北京文化,1998-01-08,,K34,旅游业,广播、电视、电影和影视录音制作业,R86
363,000803,金宇车城,1998-03-03,,C11,纺织业,电气机械及器材制造业,C38
364,000805,*ST 炎黄,1998-05-29,2013-03-27,G87,计算机应用服务业,软件和信息技术服务业,I65
365,000806,ST 银河,1998-04-16,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
366,000807,云铝股份,1998-04-08,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
367,000809,铁岭新城,1998-06-16,,C11,纺织业,公共设施管理业,N78
368,000810,创维数字,1998-06-02,,C11,纺织业,计算机、通信和其他电子设备制造业,C39
369,000811,冰轮环境,1998-05-28,,C71,普通机械制造业,通用设备制造业,C34
370,000812,陕西金叶,1998-06-23,,C35,印刷业,印刷和记录媒介复制业,C23
371,000813,德展健康,1998-05-19,,C11,纺织业,医药制造业,C27
372,000815,美利云,1998-06-09,,C31,造纸及纸制品业,造纸及纸制品业,C22
373,000816,ST 慧业,1997-08-18,,C71,普通机械制造业,通用设备制造业,C34
374,000817,辽河油田,1998-05-28,2006-01-04,B03,石油和天然气开采业,石油和天然气开采业,B07
375,000818,航锦科技,1997-10-17,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
376,000819,岳阳兴长,1997-06-25,,C41,石油加工及炼焦业,石油加工、炼焦及核燃料加工业,C25
377,000820,*ST 节能,1998-06-30,,C31,造纸及纸制品业,废弃资源综合利用业,C42
378,000821,京山轻机,1998-06-26,,C73,专用设备制造业,专用设备制造业,C35
379,000822,山东海化,1998-07-03,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
380,000823,超声电子,1997-10-08,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
381,000825,太钢不锈,1998-10-21,,C65,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,C31
382,000826,启迪环境,1998-02-25,,C43,化学原料及化学制品制造业,生态保护和环境治理业,N77
383,000827,*ST 长兴,1998-10-16,2005-09-21,C61,非金属矿物制品业,非金属矿物制品业,C30
384,000828,东莞控股,1997-06-17,,F11,交通运输辅助业,道路运输业,G54
385,000829,天音控股,1997-12-02,,A01,农业,批发业,F51
386,000830,鲁西化工,1998-08-07,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
387,000831,五矿稀土,1998-09-11,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
388,000832,*ST 龙涤,1998-08-25,2006-06-29,C47,化学纤维制造业,化学纤维制造业,C28
389,000833,粤桂股份,1998-11-11,,C01,食品加工业,综合,S90
390,000835,长城动漫,1999-06-25,,M,综合类,互联网和相关服务,I64
391,000836,富通鑫茂,1997-09-29,,G87,计算机应用服务业,电气机械及器材制造业,C38
392,000837,秦川机床,1998-09-28,,C71,普通机械制造业,通用设备制造业,C34
393,000838,财信发展,1997-06-26,,C73,专用设备制造业,房地产业,K70
394,000839,中信国安,1997-10-31,,G85,通信服务业,电信、广播电视和卫星传输服务,I63
395,000848,承德露露,1997-11-13,,C05,饮料制造业,酒、饮料和精制茶制造业,C15
396,000850,华茂股份,1998-10-07,,C11,纺织业,纺织业,C17
397,000851,高鸿股份,1998-06-09,,C61,非金属矿物制品业,零售业,F52
398,000852,石化机械,1998-11-26,,C73,专用设备制造业,专用设备制造业,C35
399,000856,冀东装备,1998-08-13,,C61,非金属矿物制品业,专用设备制造业,C35
400,000858,五粮液,1998-04-27,,C01,食品加工业,酒、饮料和精制茶制造业,C15
401,000859,国风塑业,1998-11-19,,C49,塑料制造业,橡胶和塑料制品业,C29
402,000860,顺鑫农业,1998-11-04,,A01,农业,酒、饮料和精制茶制造业,C15
403,000861,海印股份,1998-10-28,,C61,非金属矿物制品业,商务服务业,L72
404,000862,银星能源,1998-09-15,,C78,仪器仪表及文化、办公用机械制造业,电力、热力生产和供应业,D44
405,000863,三湘印象,1997-09-25,,G87,计算机应用服务业,房地产业,K70
406,000866,扬子石化,1998-05-12,2006-04-21,C41,石油加工及炼焦业,石油加工、炼焦及核燃料加工业,C25
407,000868,*ST 安凯,1997-07-25,,C75,交通运输设备制造业,汽车制造业,C36
408,000869,张裕A,2000-10-26,,C05,饮料制造业,酒、饮料和精制茶制造业,C15
409,000875,吉电股份,2002-09-26,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
410,000876,新希望,1998-03-11,,C01,食品加工业,农副食品加工业,C13
411,000877,天山股份,1999-01-07,,C61,非金属矿物制品业,非金属矿物制品业,C30
412,000878,云南铜业,1998-06-02,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
413,000880,潍柴重机,1998-04-02,,C75,交通运输设备制造业,通用设备制造业,C34
414,000881,中广核技,1998-09-02,,M,综合类,化学原料及化学制品制造业,C26
415,000882,华联股份,1998-06-16,,H01,食品、饮料、烟草和家庭用品批发业,商务服务业,L72
416,000883,湖北能源,1998-05-19,,C75,交通运输设备制造业,电力、热力生产和供应业,D44
417,000885,城发环境,1999-03-19,,C01,食品加工业,道路运输业,G54
418,000886,海南高速,1998-01-23,,F11,交通运输辅助业,房地产业,K70
419,000887,中鼎股份,1998-12-03,,C75,交通运输设备制造业,橡胶和塑料制品业,C29
420,000888,峨眉山A,1997-10-21,,K34,旅游业,公共设施管理业,N78
421,000889,中嘉博创,1997-12-18,,J01,房地产开发与经营业,软件和信息技术服务业,I65
422,000890,法尔胜,1999-01-19,,C69,金属制品业,金属制品业,C33
423,000892,欢瑞世纪,1999-01-15,,G85,通信服务业,广播、电视、电影和影视录音制作业,R86
424,000893,*ST 东凌,1998-12-24,,C76,电器机械及器材制造业,农副食品加工业,C13
425,000895,双汇发展,1998-12-10,,C01,食品加工业,农副食品加工业,C13
426,000897,*ST 津滨,1999-04-22,,K01,公共设施服务业,房地产业,K70
427,000898,鞍钢股份,1997-12-25,,C65,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,C31
428,000899,赣能股份,1997-11-26,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
429,000900,现代投资,1999-01-28,,F11,交通运输辅助业,道路运输业,G54
430,000901,航天科技,1999-04-01,,C78,仪器仪表及文化、办公用机械制造业,铁路、船舶、航空航天和其它运输设备制造业,C37
431,000902,新洋丰,1999-04-08,,C13,服装及其他纤维制品制造业,化学原料及化学制品制造业,C26
432,000903,云内动力,1999-04-15,,C71,普通机械制造业,通用设备制造业,C34
433,000905,厦门港务,1999-04-29,,F11,交通运输辅助业,水上运输业,G55
434,000906,浙商中拓,1999-07-07,,H03,能源、材料和机械电子设备批发业,批发业,F51
435,000908,景峰医药,1999-02-03,,C71,普通机械制造业,医药制造业,C27
436,000909,数源科技,1999-05-07,,G81,通信及相关设备制造业,房地产业,K70
437,000910,大亚圣象,1999-06-30,,C31,造纸及纸制品业,木材加工及木、竹、藤、棕、草制品业,C20
438,000911,*ST 南糖,1999-05-27,,C01,食品加工业,农副食品加工业,C13
439,000912,泸天化,1999-06-03,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
440,000913,钱江摩托,1999-05-14,,C75,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,C37
441,000915,山大华特,1999-06-09,,M,综合类,医药制造业,C27
442,000916,华北高速,1999-09-27,2017-12-25,F11,交通运输辅助业,道路运输业,G54
443,000917,电广传媒,1999-03-25,,L10,广播电影电视业,电信、广播电视和卫星传输服务,I63
444,000918,嘉凯城,1999-07-20,,A09,农、林、牧、渔服务业,房地产业,K70
445,000919,金陵药业,1999-11-18,,C81,医药制造业,医药制造业,C27
446,000920,南方汇通,1999-06-16,,C75,交通运输设备制造业,化学原料及化学制品制造业,C26
447,000921,海信家电,1999-07-13,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
448,000922,佳电股份,1999-06-18,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
449,000923,河北宣工,1999-07-14,,C73,专用设备制造业,黑色金属矿采选业,B08
450,000925,众合科技,1999-06-11,,C99,其他制造业,专用设备制造业,C35
451,000926,福星股份,1999-06-18,,C69,金属制品业,房地产业,K70
452,000927,一汽夏利,1999-07-27,,C75,交通运输设备制造业,汽车制造业,C36
453,000928,中钢国际,1999-03-12,,C61,非金属矿物制品业,土木工程建筑业,E48
454,000929,兰州黄河,1999-06-23,,C05,饮料制造业,酒、饮料和精制茶制造业,C15
455,000930,中粮生化,1999-07-12,,C03,食品制造业,化学原料及化学制品制造业,C26
456,000931,中关村,1999-07-12,,K01,公共设施服务业,医药制造业,C27
457,000932,华菱钢铁,1999-08-03,,C65,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,C31
458,000933,神火股份,1999-08-31,,B01,煤炭采选业,有色金属冶炼及压延加工业,C32
459,000935,四川双马,1999-08-24,,C61,非金属矿物制品业,非金属矿物制品业,C30
460,000936,华西股份,1999-08-10,,C47,化学纤维制造业,化学纤维制造业,C28
461,000937,冀中能源,1999-09-09,,B01,煤炭采选业,煤炭开采和洗选业,B06
462,000938,紫光股份,1999-11-04,,G87,计算机应用服务业,计算机、通信和其他电子设备制造业,C39
463,000939,*ST 凯迪,1999-09-23,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
464,000948,南天信息,1999-10-14,,G87,计算机应用服务业,软件和信息技术服务业,I65
465,000949,新乡化纤,1999-10-21,,C47,化学纤维制造业,化学纤维制造业,C28
466,000950,重药控股,1999-09-16,,C43,化学原料及化学制品制造业,批发业,F51
467,000951,中国重汽,1999-11-25,,C7,机械、设备、仪表,汽车制造业,C36
468,000952,广济药业,1999-11-12,,C81,医药制造业,医药制造业,C27
469,000953,*ST 河化,1999-12-02,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
470,000955,欣龙控股,1999-12-09,,C99,其他制造业,纺织业,C17
471,000956,中原油气,1999-11-10,2006-04-21,B03,石油和天然气开采业,石油和天然气开采业,B07
472,000957,中通客车,2000-01-13,,C75,交通运输设备制造业,汽车制造业,C36
473,000958,东方能源,1999-12-23,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
474,000959,首钢股份,1999-12-16,,C65,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,C31
475,000960,锡业股份,2000-02-21,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
476,000961,中南建设,2000-03-01,,C65,黑色金属冶炼及压延加工业,房地产业,K70
477,000962,东方钽业,2000-01-20,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
478,000963,华东医药,2000-01-27,,C81,医药制造业,零售业,F52
479,000965,天保基建,2000-04-06,,C61,非金属矿物制品业,房地产业,K70
480,000966,长源电力,2000-03-16,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
481,000967,盈峰环境,2000-03-30,,C71,普通机械制造业,生态保护和环境治理业,N77
482,000968,蓝焰控股,2000-06-22,,B01,煤炭采选业,石油和天然气开采业,B07
483,000969,安泰科技,2000-05-29,,C99,其他制造业,金属制品业,C33
484,000970,中科三环,2000-04-20,,C67,有色金属冶炼及压延加工业,计算机、通信和其他电子设备制造业,C39
485,000971,*ST 高升,2000-04-27,,C11,纺织业,软件和信息技术服务业,I65
486,000972,ST 中基,2000-09-26,,A01,农业,农副食品加工业,C13
487,000973,佛塑科技,2000-05-25,,C49,塑料制造业,橡胶和塑料制品业,C29
